unit_id,cycle,sensor_index_lst,sensor_index_array,sensor_colspred_rul_partial,true,sensor_cols,pred_rul_partial
1,61,[ 3  6 13],[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.],,215.9999985025322,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",188.38345196578905
1,62,[ 1  7 12],[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0.],,215.00000259287606,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",191.83254201792823
1,63,[ 0  3 13],[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],,214.00000079149896,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",190.69182824446432
1,64,[ 2  6 13],[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.],,212.99999899012184,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",189.62579203438025
1,65,[ 2 13 14],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.],,211.99999718874471,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",188.11661592275385
1,66,[ 4 10 13],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],,211.0000012790886,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",191.7644513986004
1,67,[ 6  7 13],[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0.],,209.99999947771147,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",186.21337205360012
1,68,[ 6 13 14],[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.],,208.99999767633437,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",192.64785015012743
1,69,[ 3  5 11],[0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,208.00000176667822,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",189.03559477725923
1,70,[ 4  5 11],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,206.99999996530113,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",189.86943826365115
1,71,[ 0 10 13],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],,205.99999816392398,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",191.36944096571682
1,72,[ 0  1 14],[1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],,205.00000225426786,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",192.25412411241678
1,73,[ 0  4 13],[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],,204.00000045289073,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",193.35188134823946
1,74,[ 0 10 13],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],,202.99999865151364,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",191.65497733113213
1,75,[ 3  7 14],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.],,202.0000027418575,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",193.5181516059232
1,76,[ 0  8 11],[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],,201.0000009404804,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",188.97867486090323
1,77,[ 1 12 14],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.],,199.99999913910327,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",186.1272174177577
1,78,[ 5  6 14],[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1.],,198.99999733772614,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",187.31124123212138
1,79,[ 7  8 12],[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0.],,198.00000142807002,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",183.03934288697968
1,80,[ 1  4 11],[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,196.9999996266929,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",181.88512528903715
1,81,[ 4  7 14],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.],,195.99999782531577,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",182.09502374055347
1,82,[ 0  1 11],[1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,195.00000191565965,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",181.0828437519175
1,83,[ 7 12 13],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0.],,194.00000011428253,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",184.9441244953083
1,84,[ 6 11 13],[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0.],,192.9999983129054,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",183.9620806594682
1,85,[ 0  6 13],[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.],,192.00000240324928,"['T50', 'NRc', 'P30', 'W31', 'W32', 'phi', 'Nc', 'Nf', 'BPR', 'P15', 'Ps30', 'NRf', 'htBleed', 'T24', 'T30']",188.684518907699
