seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
1,100,0.1,2,genetic,1,100,0,0,68.4914,0.4114,50.347374676089686,3417.109375
1,100,0.2,4,genetic,1,100,0,0,68.3792,0.4038,50.077970803113175,3417.859375
1,100,0.4,9,genetic,1,100,0,0,68.2946,0.4012,49.95664347095536,3381.9375
1,100,0.8,19,genetic,1,100,0,0,68.265,0.4003,49.93052662707067,3365.703125
2,100,0.1,2,genetic,1,100,0,0,68.7975,0.407,51.756108436979865,3459.09375
2,100,0.2,4,genetic,1,100,0,0,68.7789,0.4029,51.707313410467336,3469.734375
2,100,0.4,9,genetic,1,100,0,0,68.6424,0.4007,51.58894238157263,3482.734375
2,100,0.8,19,genetic,1,100,0,0,68.6695,0.4003,51.623449162236405,3486.15625
3,100,0.1,2,genetic,1,100,0,0,70.9169,0.3089,48.72870562257006,3906.78125
3,100,0.2,4,genetic,1,100,0,0,70.9108,0.3049,48.497494774843695,3901.046875
3,100,0.4,9,genetic,1,100,0,0,70.8042,0.3036,48.4215363296608,3910.796875
3,100,0.8,19,genetic,1,100,0,0,70.7861,0.304,48.32222719309627,3871.984375
4,100,0.1,2,genetic,1,100,0,0,65.0455,0.4162,50.11125886743193,3274.953125
4,100,0.2,4,genetic,1,100,0,0,64.9166,0.4108,49.91827686573415,3284.046875
4,100,0.4,9,genetic,1,100,0,0,64.8184,0.4092,49.84708974564354,3304.046875
4,100,0.8,19,genetic,1,100,0,0,64.8075,0.4086,49.82920947838096,3324.328125
5,100,0.1,2,genetic,1,100,0,0,64.19,0.3105,44.55153138338745,3095.59375
5,100,0.2,4,genetic,1,100,0,0,64.132,0.305,44.43876001419456,3105.984375
5,100,0.4,9,genetic,1,100,0,0,63.9512,0.3053,44.2411619247128,3116.28125
5,100,0.8,19,genetic,1,100,0,0,63.9157,0.3034,44.139687162953095,3093.9375
6,100,0.1,2,genetic,1,100,0,0,74.4873,0.4036,54.49354105645646,3206.078125
6,100,0.2,4,genetic,1,100,0,0,74.4981,0.3977,54.3145115342121,3231.015625
6,100,0.4,9,genetic,1,100,0,0,74.4038,0.3957,54.159372111911054,2867.5625
6,100,0.8,19,genetic,1,100,0,0,74.332,0.3945,54.0897217000735,2858.875
7,100,0.1,2,genetic,1,100,0,0,78.0101,0.3708,56.03084922173216,3290.78125
7,100,0.2,4,genetic,1,100,0,0,77.8265,0.365,55.74944089802233,4955.46875
7,100,0.4,9,genetic,1,100,0,0,77.836,0.3662,55.79668829406486,4993.078125
7,100,0.8,19,genetic,1,100,0,0,77.7424,0.3649,55.68836361358821,4920.5
8,100,0.1,2,genetic,1,100,0,0,71.8723,0.3153,52.05015376437375,4952.921875
8,100,0.2,4,genetic,1,100,0,0,71.5419,0.3092,51.5322541508088,4964.203125
8,100,0.4,9,genetic,1,100,0,0,71.6141,0.3073,51.51842372490742,4939.90625
8,100,0.8,19,genetic,1,100,0,0,71.4924,0.3054,51.37332616650488,4962.421875
9,100,0.1,2,genetic,1,100,0,0,68.8988,0.3452,49.99394972828793,4964.375
9,100,0.2,4,genetic,1,100,0,0,68.7368,0.3385,49.47256109908548,4958.875
9,100,0.4,9,genetic,1,100,0,0,68.7932,0.3414,49.68447818293768,4950.1875
9,100,0.8,19,genetic,1,100,0,0,68.619,0.3384,49.50150293627043,4934.390625
