unit_id,cycle,sensor_index_lst,sensor_index_array,sensor_colspred_rul_partial,true,sensor_cols,pred_rul_partial
3,61,[ 5 11],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0.],,134.00000059057973,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",119.60042140248538
3,62,[11 13],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.],,132.99999919249439,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",119.52257153064176
3,63,[2 5],[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,131.9999998472225,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",116.95371461864178
3,64,[2 5],[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,131.00000050195067,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",123.72544025627332
3,65,[4 5],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,129.99999910386532,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",120.18494977560795
3,66,[5 7],[0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.],,128.99999975859345,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",125.786320262471
3,67,[ 2 10],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,128.00000041332157,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",126.03409484898137
3,68,[5 7],[0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.],,126.99999901523624,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",125.18611044720797
3,69,[ 2 11],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,125.99999966996438,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",126.87063276281455
3,70,[1 7],[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],,125.00000032469251,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",128.59794597532095
3,71,[3 4],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],,123.9999999530139,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",126.89806245647613
3,72,[3 5],[0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,122.9999995813353,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",123.77668874469279
3,73,[1 5],[0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,122.00000023606343,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",125.93864312799082
3,74,[ 5 12],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.],,120.99999986438483,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",123.57244612074696
3,75,[2 5],[0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,119.99999949270622,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",120.3449696652547
3,76,[ 0 11],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,119.00000014743436,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",118.48191724089148
3,77,[ 4 10],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,117.99999977575575,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",113.51415687094693
3,78,[ 2 10],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,117.0000004304839,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",113.40677830366289
3,79,[7 9],[0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.],,116.00000005880528,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",108.1653820030418
3,80,[1 4],[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],,115.00000020033005,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",111.24127871149243
3,81,[5 9],[0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.],,113.99999982865145,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",111.12481541817192
3,82,[ 6 13],[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.],,112.99999997017622,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",113.53617996711702
3,83,[ 2 11],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,112.00000011170098,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",113.07884545655553
3,84,[4 5],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,110.99999999662406,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",113.9255920118031
3,85,[5 9],[0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.],,109.99999988154714,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",113.932312409919
3,86,[ 4 12],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0.],,109.0000000230719,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",106.92628377421102
3,87,[4 5],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,108.00000000422061,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",100.74779813688932
3,88,[0 3],[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],,106.99999998536933,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",101.41937401263316
3,89,[ 7 12],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],,106.00000006274367,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",96.70267170435328
3,90,[6 9],[0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.],,105.00000007596759,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",95.1885513825465
3,91,[ 4 11],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,103.99999996089068,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",98.282876197568
3,92,[ 1 10],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,102.99999984581376,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",97.11747961774994
3,93,[3 4],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],,101.99999998733853,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",100.2718913096103
3,94,[0 3],[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],,101.00000012886329,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",103.37428778721802
3,95,[ 4 11],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,99.99999975718468,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",103.2815611761164
3,96,[5 6],[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0.],,98.99999989870945,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",104.20759251982709
3,97,[1 7],[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],,97.99999952703084,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",104.77222091911675
3,98,[10 13],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.],,97.00000018175898,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",103.71720309347738
3,99,[ 7 13],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.],,95.99999981008037,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",106.07413780631913
3,100,[4 9],[0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.],,95.00000046480851,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",106.9134526635815
3,101,[2 6],[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],,94.0000000931299,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",109.73897335764474
3,102,[3 7],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],,92.9999997214513,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",108.95507984539447
3,103,[4 5],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,92.00000037617943,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",111.77121558945043
3,104,[1 9],[0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],,91.00000000450083,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",109.81232192273966
3,105,[1 9],[0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],,90.00000065922896,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",112.23678085564252
3,106,[ 0 10],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,88.99999926114363,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",110.47621899307615
3,107,[ 5 10],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.],,87.99999991587175,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",110.91598655231981
3,108,[0 4],[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],,87.0000005705999,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",111.09678040113671
3,109,[1 9],[0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],,85.99999917251455,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",112.69751585172642
3,110,[3 7],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],,84.99999982724269,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",115.24840910620439
3,111,[3 5],[0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,84.00000048197082,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",112.40314188611555
3,112,[3 8],[0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],,82.99999908388548,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",112.11147044944535
3,113,[ 3 10],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],,81.99999973861361,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",111.35851771170505
3,114,[ 3 11],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,81.00000039334174,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",105.30471970829235
3,115,[4 5],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,79.9999989952564,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",103.75025749606222
3,116,[ 3 13],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],,78.99999964998455,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",100.08013081800313
3,117,[ 7 13],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.],,78.00000030471267,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",95.64583611238122
3,118,[ 4 11],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,77.0000009594408,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",96.42224711951278
3,119,[ 1 11],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],,75.99999956135547,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",93.53060273738215
3,120,[ 8 10],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],,75.0000002160836,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",90.05732752834983
3,121,[ 0 13],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],,74.00000087081173,"['Nc', 'BPR', 'NRf', 'T24', 'W31', 'Nf', 'NRc', 'Ps30', 'T30', 'W32', 'P30', 'T50', 'phi', 'htBleed']",91.22845043135821
