seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
1,100,0.1,2,genetic,1,100,0,0,37.8283,0.2879,29.195058648887187,2300.328125
1,100,0.2,4,genetic,1,100,0,0,37.5124,0.2763,28.69146936147665,2307.734375
1,100,0.4,9,genetic,1,100,0,0,37.5539,0.276,28.73567933885477,2320.25
1,100,0.8,19,genetic,1,100,0,0,37.3632,0.2738,28.5527029540831,2327.828125
2,100,0.1,2,genetic,1,100,0,0,40.763,0.3223,31.01640093947186,2776.890625
2,100,0.2,4,genetic,1,100,0,0,40.4626,0.3077,30.32125574986413,2786.828125
2,100,0.4,9,genetic,1,100,0,0,40.4379,0.3049,30.29165457825259,2786.046875
2,100,0.8,19,genetic,1,100,0,0,40.2905,0.299,30.02425568276009,2791.671875
3,100,0.1,2,genetic,1,100,0,0,36.3627,0.264,27.556996553134905,2511.15625
3,100,0.2,4,genetic,1,100,0,0,36.4016,0.258,27.546234314531155,2514.859375
3,100,0.4,9,genetic,1,100,0,0,36.3562,0.2511,27.28068974136772,2529.546875
3,100,0.8,19,genetic,1,100,0,0,36.0416,0.253,27.17702531689198,2530.796875
4,100,0.1,2,genetic,1,100,0,0,37.2994,0.2784,28.203178732195266,2400.25
4,100,0.2,4,genetic,1,100,0,0,37.0921,0.2695,27.77859097966568,2407.59375
4,100,0.4,9,genetic,1,100,0,0,37.0354,0.2685,27.659099260752857,2412.328125
4,100,0.8,19,genetic,1,100,0,0,37.0558,0.2693,27.77714524176295,2401.71875
5,100,0.1,2,genetic,1,100,0,0,36.2712,0.2508,26.982084214399897,2475.4375
5,100,0.2,4,genetic,1,100,0,0,35.8476,0.2433,26.56081474872721,2433.796875
5,100,0.4,9,genetic,1,100,0,0,35.9171,0.243,26.595981715750877,2209.953125
5,100,0.8,19,genetic,1,100,0,0,35.8351,0.2419,26.564770211616253,2215.078125
6,100,0.1,2,genetic,1,100,0,0,39.0877,0.2621,29.11641836363274,2197.078125
6,100,0.2,4,genetic,1,100,0,0,38.9664,0.2542,28.87514615385171,2209.171875
6,100,0.4,9,genetic,1,100,0,0,38.8118,0.2506,28.62378648801723,2228.421875
6,100,0.8,19,genetic,1,100,0,0,38.7472,0.2499,28.583001755361707,2239.09375
7,100,0.1,2,genetic,1,100,0,0,36.3685,0.2605,26.830560885966623,2304.578125
7,100,0.2,4,genetic,1,100,0,0,36.2958,0.2545,26.81215007899067,2321.90625
7,100,0.4,9,genetic,1,100,0,0,36.0362,0.2542,26.70915392048967,2349.28125
7,100,0.8,19,genetic,1,100,0,0,36.1038,0.2531,26.70153574041188,2303.0
8,100,0.1,2,genetic,1,100,0,0,39.0717,0.2424,28.597450502746277,2280.265625
8,100,0.2,4,genetic,1,100,0,0,39.2094,0.238,28.524054856607272,2283.796875
8,100,0.4,9,genetic,1,100,0,0,39.3347,0.2379,28.681687590314496,2296.09375
8,100,0.8,19,genetic,1,100,0,0,39.2957,0.2397,28.623745797969992,2308.71875
9,100,0.1,2,genetic,1,100,0,0,38.0695,0.3115,29.614963376608227,2095.421875
9,100,0.2,4,genetic,1,100,0,0,37.9606,0.3023,29.444596134464607,2122.828125
9,100,0.4,9,genetic,1,100,0,0,37.9044,0.2999,29.338760268640044,2118.265625
9,100,0.8,19,genetic,1,100,0,0,37.8962,0.3004,29.36931792444784,2110.0625
