seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
1,100,0.1,1,genetic,1,100,0,0,63.6801,0.3416,45.070765609435895,2355.6875
1,100,0.2,3,genetic,1,100,0,0,63.1657,0.3365,44.70259500658438,2375.96875
1,100,0.4,6,genetic,1,100,0,0,62.7488,0.337,44.73435686480232,2383.515625
1,100,0.8,12,genetic,1,100,0,0,62.9086,0.3383,44.85383829062174,2381.296875
2,100,0.1,1,genetic,1,100,0,0,64.8501,0.3563,46.27244041390336,2376.171875
2,100,0.2,3,genetic,1,100,0,0,63.4866,0.3535,45.83433163724955,2343.078125
2,100,0.4,6,genetic,1,100,0,0,63.6321,0.3536,45.92692268561229,2334.578125
2,100,0.8,12,genetic,1,100,0,0,63.7173,0.3547,46.054572821660095,2335.6875
3,100,0.1,1,genetic,1,100,0,0,61.5394,0.3313,43.53892456396049,2316.390625
3,100,0.2,3,genetic,1,100,0,0,62.2562,0.3389,44.53453072403215,2324.96875
3,100,0.4,6,genetic,1,100,0,0,62.0549,0.3436,44.72257276340993,2333.125
3,100,0.8,12,genetic,1,100,0,0,62.6865,0.3464,45.14569715891208,2324.03125
4,100,0.1,1,genetic,1,100,0,0,63.1168,0.3407,44.91196137337917,2319.46875
4,100,0.2,3,genetic,1,100,0,0,63.0356,0.3448,45.11772938870927,2326.453125
4,100,0.4,6,genetic,1,100,0,0,63.521,0.3467,45.33544167653549,2323.421875
4,100,0.8,12,genetic,1,100,0,0,63.543,0.3489,45.472820910174114,2338.796875
5,100,0.1,1,genetic,1,100,0,0,63.5216,0.3361,44.512106330118186,2316.375
5,100,0.2,3,genetic,1,100,0,0,62.2598,0.3312,43.84100395094492,2320.09375
5,100,0.4,6,genetic,1,100,0,0,63.5086,0.3368,44.86367956892295,2327.8125
5,100,0.8,12,genetic,1,100,0,0,62.1215,0.3302,43.636510822825926,2325.828125
6,100,0.1,1,genetic,1,100,0,0,62.8649,0.3477,44.84970418082428,2150.984375
6,100,0.2,3,genetic,1,100,0,0,62.974,0.344,45.02897648842631,2061.1875
6,100,0.4,6,genetic,1,100,0,0,63.1161,0.3444,44.97621997848079,2070.90625
6,100,0.8,12,genetic,1,100,0,0,63.1893,0.3447,45.07795945744344,2067.296875
7,100,0.1,1,genetic,1,100,0,0,64.3234,0.3718,46.63932776999376,2063.140625
7,100,0.2,3,genetic,1,100,0,0,63.2895,0.3588,45.63284414558174,2079.484375
7,100,0.4,6,genetic,1,100,0,0,63.2257,0.3567,45.50795808606667,2090.828125
7,100,0.8,12,genetic,1,100,0,0,63.1617,0.3565,45.47225033351758,2084.5
8,100,0.1,1,genetic,1,100,0,0,63.3971,0.3543,45.545289954034274,2080.234375
8,100,0.2,3,genetic,1,100,0,0,62.9934,0.3406,44.84536800429923,2087.921875
8,100,0.4,6,genetic,1,100,0,0,62.9718,0.3393,44.71148053632627,2096.671875
8,100,0.8,12,genetic,1,100,0,0,62.9595,0.3384,44.71321666580624,2067.453125
9,100,0.1,1,genetic,1,100,0,0,64.1236,0.3603,46.25667823174157,2058.484375
9,100,0.2,3,genetic,1,100,0,0,63.351,0.3518,45.6834074982381,2057.125
9,100,0.4,6,genetic,1,100,0,0,63.5432,0.3504,45.59241615438285,2070.953125
9,100,0.8,12,genetic,1,100,0,0,63.5798,0.3512,45.742536430684126,2079.734375
