unit_id,cycle,sensor_index_lst,sensor_index_array,sensor_colspred_rul_partial,true,sensor_cols,pred_rul_partial
1,61,[ 2  7 12],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0.],,215.9999985025322,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",200.88441715835927
1,62,[2 3 6],[0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],,215.00000259287606,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",200.92996016150926
1,63,[ 1  7 13],[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0.],,214.00000079149896,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",201.71151462423285
1,64,[ 3  6 13],[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0.],,212.99999899012184,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",200.29178072875388
1,65,[ 1  6 14],[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.],,211.99999718874471,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",200.83403116056644
1,66,[ 7 10 13],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0.],,211.0000012790886,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",202.09830021463293
1,67,[ 1  6 11],[0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.],,209.99999947771147,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",201.7869404361767
1,68,[ 7 11 13],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],,208.99999767633437,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",203.0443279601424
1,69,[ 1 10 14],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],,208.00000176667822,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",201.97939939360194
1,70,[ 0  8 10],[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.],,206.99999996530113,"['Nf', 'T30', 'W31', 'W32', 'htBleed', 'T50', 'P30', 'NRc', 'Nc', 'T24', 'phi', 'NRf', 'BPR', 'Ps30', 'P15']",203.00089419310208
